 Country ,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 Cameroon ,1315837125.0,1475313816.0,1903180995.0,2584984398.0,2760919560.0,3626171759.0,3951066932.0,4621515678.0,6083582160.0,8095575303.0,10089593335.0,9469026882.0,9500798884.0,9913433581.0,9765380114.0,9597106419.0,11734309947.0,12790637654.0,12502898932.0,11989455028.0,13872508136.0,13867751846.0,14707043804.0,16181814716.0,8902446276.0,10864772497.0,11093538867.0,10789458451.0,11298145027.0,11561585193.0,10540335673.0,10943909962.0,12358905745.0,15934514115.0,18792474320.0,19502092925.0,20891938112.0,23896643553.0,27603415389.0,27820994557.0,27480689534.0,30590826620.0,30156787196.0,33719035010.0,36338146851.0,32185862558.0,33814337041.0,36098547059.0,39973842059.0,39670976440.0,40804449406.0,45367649044.0
 Canada ,89228310508.0,101000000000.0,115000000000.0,133000000000.0,162000000000.0,175000000000.0,209000000000.0,214000000000.0,221000000000.0,245000000000.0,276000000000.0,307000000000.0,315000000000.0,342000000000.0,357000000000.0,366000000000.0,379000000000.0,433000000000.0,509000000000.0,567000000000.0,596000000000.0,613000000000.0,594000000000.0,579000000000.0,580000000000.0,606000000000.0,631000000000.0,655000000000.0,634000000000.0,678000000000.0,745000000000.0,739000000000.0,761000000000.0,896000000000.0,1030000000000.0,1170000000000.0,1320000000000.0,1470000000000.0,1550000000000.0,1370000000000.0,1620000000000.0,1790000000000.0,1830000000000.0,1850000000000.0,1800000000000.0,1560000000000.0,1530000000000.0,1650000000000.0,1720000000000.0,1740000000000.0,1650000000000.0,1990000000000.0
 Cayman Islands ,31074200.0,38910364.0,51744186.0,67519090.0,78840251.0,94054286.0,112204186.0,133856554.0,159687236.0,190502512.0,227264250.0,271120188.0,323438924.0,450848794.0,506945188.0,548498072.0,602516822.0,704321389.0,860144704.0,984804539.0,1225814500.0,1279833443.0,1356706556.0,1457472663.0,1582339529.0,1708868518.0,1854096371.0,2019267258.0,2649421439.0,2872465194.0,3002113692.0,3079799210.0,3212037225.0,3330982385.0,3508795906.0,4009781180.0,4227645900.0,4466342797.0,4586007446.0,4281658858.0,4156786008.0,4186073149.0,4291005010.0,4405796039.0,4562853560.0,4708167953.0,4909325477.0,5166281305.0,5530178561.0,5943375494.0,5608787275.0,5808612073.0
 Central African Republic ,275964335.0,293978407.0,336104320.0,395739160.0,410646883.0,552580918.0,658369594.0,740303346.0,891021198.0,1022630357.0,1163137395.0,1039128922.0,977084224.0,860005797.0,823717699.0,904883303.0,1174214101.0,1256585294.0,1323450843.0,1291048294.0,1507401272.0,1441132986.0,1477274511.0,1337975404.0,890574792.0,1167020504.0,1054441273.0,981149098.0,1012116000.0,1045742770.0,956832095.0,974967390.0,1037278713.0,1192513450.0,1328871606.0,1412805702.0,1537502785.0,1754928634.0,2033153896.0,2059094237.0,2140502353.0,2434792255.0,2510270091.0,1691064342.0,1892292182.0,1694542946.0,1825018853.0,2072349974.0,2220978586.0,2221257282.0,2325331464.0,2517718099.0
 Chad ,355301780.0,387785536.0,403013385.0,446936127.0,520701998.0,752271453.0,706314320.0,714485898.0,850880754.0,767158757.0,789070818.0,927054429.0,866823712.0,927823081.0,999740434.0,986892996.0,1214841090.0,1379240458.0,1611361976.0,1522878641.0,1833675591.0,1820027719.0,1896094855.0,1654085614.0,1341884888.0,1643276653.0,1837279011.0,1754815782.0,1999334348.0,1738899327.0,1575765966.0,1944724857.0,2260468323.0,3096886395.0,5021656323.0,6680611991.0,7610171904.0,8755006652.0,11037066991.0,10244281375.0,12176128142.0,14682388803.0,16204510826.0,16313893751.0,17492396272.0,14400813877.0,13071615355.0,13349041418.0,15362287167.0,15299399845.0,14909556940.0,16409566631.0
 Chile ,9680014665.0,11587753311.0,12510670763.0,17834428836.0,17285268041.0,8041259430.0,10980227350.0,14884929049.0,17154937812.0,23094844121.0,30720746008.0,36834978702.0,26319059293.0,21712039330.0,21522697088.0,18984520581.0,20408466819.0,23831079358.0,27814023200.0,31721624024.0,34918285742.0,39901846032.0,48229522833.0,51214365032.0,58636577126.0,75099073732.0,78959965348.0,86298816404.0,82716139391.0,76069313992.0,78363152292.0,71455607134.0,70098009752.0,76084234602.0,99259633927.0,123000000000.0,155000000000.0,174000000000.0,180000000000.0,172000000000.0,219000000000.0,252000000000.0,267000000000.0,278000000000.0,261000000000.0,244000000000.0,250000000000.0,277000000000.0,295000000000.0,279000000000.0,253000000000.0,317000000000.0
 China ,92602617774.0,99800575343.0,114000000000.0,139000000000.0,144000000000.0,163000000000.0,154000000000.0,175000000000.0,219000000000.0,264000000000.0,306000000000.0,290000000000.0,284000000000.0,305000000000.0,314000000000.0,310000000000.0,301000000000.0,327000000000.0,408000000000.0,456000000000.0,395000000000.0,413000000000.0,493000000000.0,619000000000.0,564000000000.0,734000000000.0,864000000000.0,962000000000.0,1030000000000.0,1090000000000.0,1210000000000.0,1340000000000.0,1470000000000.0,1660000000000.0,1960000000000.0,2290000000000.0,2750000000000.0,3550000000000.0,4590000000000.0,5100000000000.0,6090000000000.0,7550000000000.0,8530000000000.0,9570000000000.0,10500000000000.0,11100000000000.0,11200000000000.0,12300000000000.0,13900000000000.0,14300000000000.0,14700000000000.0,17700000000000.0
" China, Hong Kong SAR ",3812493809.0,4461399453.0,5710090551.0,8030117556.0,9388694745.0,10048090237.0,12876497273.0,15719433720.0,18315137713.0,22526186035.0,28861855877.0,31055224237.0,32291217617.0,29907228557.0,33511383986.0,35699772166.0,41075395130.0,50622896163.0,59707404561.0,68790222118.0,76928784621.0,88960001716.0,104000000000.0,120000000000.0,136000000000.0,145000000000.0,160000000000.0,177000000000.0,169000000000.0,166000000000.0,172000000000.0,169000000000.0,166000000000.0,161000000000.0,169000000000.0,182000000000.0,194000000000.0,212000000000.0,219000000000.0,214000000000.0,229000000000.0,249000000000.0,263000000000.0,276000000000.0,291000000000.0,309000000000.0,321000000000.0,341000000000.0,362000000000.0,363000000000.0,345000000000.0,369000000000.0
" China, Macao SAR ",169026522.0,202363005.0,247846255.0,338115471.0,389027906.0,450274740.0,447854454.0,572805278.0,749040982.0,852959137.0,1019411410.0,1075902763.0,1142497658.0,1133013286.0,1304361353.0,1362072217.0,1532105006.0,1957724748.0,2288761917.0,2705665380.0,3246481368.0,3765249711.0,4914365395.0,5665606115.0,6311207516.0,7046147442.0,7176892950.0,7267571196.0,6797792474.0,6547670439.0,6774193548.0,6860272608.0,7371692469.0,8246479395.0,10643253443.0,12160056755.0,14874098382.0,18439981804.0,21027018551.0,21587786005.0,28241799668.0,36845887225.0,43189724080.0,51536592939.0,54902831794.0,45048188248.0,45070807280.0,50440935654.0,55284309690.0,55204961000.0,25586233044.0,29905071578.0
 Colombia ,10126966867.0,10990990730.0,12202618772.0,14436964673.0,17348997764.0,18388725628.0,21533759887.0,27341578547.0,32651889306.0,39241559272.0,46898990977.0,51104976375.0,54717436544.0,54388279541.0,53725008999.0,49003587956.0,49070100926.0,51076713606.0,55064677218.0,55527195714.0,56557039787.0,57914050570.0,61986681194.0,71746031361.0,94692918901.0,110000000000.0,115000000000.0,126000000000.0,117000000000.0,102000000000.0,99230396791.0,97577132572.0,97329991040.0,94029831970.0,116000000000.0,146000000000.0,162000000000.0,206000000000.0,242000000000.0,232000000000.0,287000000000.0,335000000000.0,371000000000.0,382000000000.0,381000000000.0,293000000000.0,283000000000.0,312000000000.0,334000000000.0,323000000000.0,270000000000.0,314000000000.0
 Comoros ,37476996.0,41447953.0,48838558.0,65179719.0,73653248.0,114349455.0,112733559.0,124710895.0,161725836.0,216179659.0,258774570.0,239427532.0,224378828.0,233660995.0,225217490.0,239886040.0,340451641.0,411576590.0,434714142.0,416394646.0,510762203.0,514318237.0,554675616.0,549210045.0,387081141.0,483213731.0,480295487.0,441914506.0,448830273.0,463799465.0,421942431.0,455574742.0,510725138.0,657327980.0,762021646.0,787338145.0,836185468.0,794621744.0,911967395.0,901711447.0,907093955.0,1021748134.0,1015900498.0,1115905293.0,1148057907.0,965640689.0,1012147429.0,1077439756.0,1188797450.0,1192559711.0,1235400317.0,1340468496.0
 Congo ,283678163.0,324463523.0,389798511.0,519535710.0,627653029.0,739566595.0,767193924.0,765165836.0,951046472.0,1292565315.0,1846019115.0,2157427630.0,2338337853.0,2269824015.0,2373943219.0,2338643476.0,2001283783.0,2486527891.0,2350961391.0,2529979139.0,2909079829.0,3035242663.0,3280447271.0,3003612458.0,2068270076.0,2457131401.0,2840360005.0,2567865634.0,2239653450.0,2642685074.0,3624090545.0,3037899488.0,3329838707.0,3855481348.0,5093824522.0,6647356902.0,8065134380.0,8771102344.0,11602894194.0,9684323926.0,13135580123.0,15634896806.0,17693923329.0,17953615755.0,17889080718.0,11881262396.0,10219341238.0,11094823240.0,13670037652.0,12909605435.0,10483151002.0,12840627675.0
 Cook Islands ,11153116.0,11243227.0,11630516.0,15065321.0,17699518.0,17354218.0,16396361.0,19064840.0,22166164.0,25262326.0,27840461.0,28670528.0,28678835.0,28342881.0,29449721.0,30781655.0,39678320.0,50468021.0,64256362.0,64944198.0,72583683.0,79136808.0,81792045.0,91454465.0,108568305.0,115571975.0,116540396.0,107142124.0,93436055.0,100046168.0,99983700.0,105007417.0,121331836.0,166696568.0,194743341.0,199196541.0,204974498.0,226660632.0,225453826.0,215568521.0,240788433.0,271970637.0,299381020.0,289201533.0,319453749.0,302173463.0,309858493.0,345608995.0,362713891.0,356795618.0,283394753.0,327543922.0
 Costa Rica ,1257297342.0,1375050200.0,1580748826.0,1951698222.0,2127503850.0,2503231755.0,3079846461.0,3922201449.0,4497624494.0,5151548171.0,6167736629.0,3349476043.0,3327524345.0,4017063827.0,4672845389.0,5007754605.0,5622388507.0,5786034039.0,5889739291.0,6670865554.0,7288221039.0,7196134047.0,8564041895.0,9582868510.0,10486787030.0,11572205700.0,11679595972.0,12614737966.0,13682172331.0,14254632022.0,15013792045.0,15976133855.0,16578934638.0,17271664231.0,18610382365.0,20044554181.0,22713238215.0,26884601978.0,30801749948.0,30745714327.0,37658636237.0,42762613706.0,47231655433.0,50949668886.0,52016408924.0,56441920824.0,58847019585.0,60516044623.0,62420164965.0,64417670556.0,62158007019.0,64282436594.0
 Cuba ,5692936975.0,6914575471.0,8135053335.0,9987589917.0,11405820587.0,13027259032.0,13789414532.0,14205988302.0,17844491331.0,19584208368.0,19912651019.0,20150012489.0,20953258998.0,22205449736.0,24039095369.0,22921216920.0,24225993413.0,25213311971.0,27458670256.0,27024876291.0,28645093044.0,24317592011.0,22085593357.0,22366986630.0,28447985651.0,30428143931.0,25017000000.0,25364500000.0,25736700000.0,28364900000.0,30565800000.0,31682300000.0,33590500000.0,35901100000.0,38203400000.0,42643600000.0,52742700000.0,58603800000.0,60806300000.0,62080000000.0,64328000000.0,69511335013.0,73141000000.0,77148000000.0,80656000000.0,87205671393.0,91370000000.0,96851000000.0,100000000000.0,103000000000.0,107000000000.0,127000000000.0
 Cyprus ,616073732.0,721234556.0,877439595.0,1067917209.0,946160270.0,789183202.0,912338783.0,1162791345.0,1521276896.0,1992982638.0,2415750838.0,2331450490.0,2418151587.0,2420915904.0,2549455365.0,2711449628.0,3464825994.0,4151750014.0,4789093144.0,5116228424.0,6258466317.0,6460308316.0,7742005288.0,7384980173.0,8315502848.0,9933043850.0,10015185958.0,9536405414.0,10239867546.0,10490240467.0,9962865042.0,10390206387.0,11383256502.0,14529168064.0,17306404388.0,18693510310.0,20405444751.0,24051825587.0,27845765614.0,25943838678.0,25774756786.0,27605414571.0,25048901809.0,23952838171.0,23195020646.0,19901316089.0,21032147327.0,22946535929.0,25597307095.0,25945165134.0,25008269586.0,28408121234.0
 Côte d'Ivoire ,1500930867.0,1597118896.0,1872163797.0,2540248891.0,3070235435.0,3894049302.0,4661873596.0,6265332806.0,7901447798.0,9141834188.0,10175551514.0,8432593940.0,7566940615.0,6838481401.0,6841410680.0,6977650642.0,9158665698.0,10087624533.0,10253544614.0,10714454782.0,11892834267.0,11531089450.0,12032862336.0,11152603588.0,8314050721.0,11104913313.0,12139146708.0,11722143261.0,12640877308.0,12561330037.0,10681535710.0,11192563448.0,12346980846.0,15306598754.0,16554517272.0,17084927540.0,17800887469.0,20341870862.0,24224905504.0,24277494337.0,26264022943.0,28594744911.0,31493830474.0,38803859037.0,46252892373.0,45779974486.0,47964233341.0,51588154312.0,58010991902.0,58539606234.0,61348578984.0,69764830609.0
 D.P.R. of Korea ,4927332597.0,5439775187.0,6005511807.0,6630085035.0,7319613878.0,8080853721.0,8412168724.0,8757067642.0,9116107415.0,9489867819.0,9878952400.0,10244473639.0,12868200913.0,12855131499.0,12251319042.0,12074736049.0,13653901719.0,14391200030.0,14192727273.0,15771363636.0,14702304147.0,13687441860.0,12457619048.0,10744075829.0,8307075472.0,4849295775.0,10587906977.0,10322790698.0,10273488372.0,10280000000.0,10607906977.0,11021860465.0,10910000000.0,11051000000.0,11168000000.0,13031196790.0,13764393535.0,14374670965.0,13336798315.0,12035152492.0,13945167273.0,15689234225.0,15907396534.0,16565034101.0,17395832618.0,16282601357.0,16786184836.0,17364724931.0,17487261057.0,16331452313.0,15847371620.0,16750452731.0
 D.R. of the Congo ,4772455090.0,5335329341.0,5886227545.0,7502994012.0,9149700599.0,9760479042.0,9197854213.0,11768826620.0,16704545455.0,16370895414.0,15638474591.0,13824301198.0,13786823222.0,11690839250.0,7033560577.0,7524209196.0,8693504217.0,7411951574.0,8483903566.0,14159756138.0,15032894897.0,14187893950.0,13009429451.0,16975069433.0,9205583251.0,8946579641.0,9155409422.0,9419104879.0,9853196860.0,8759896288.0,8339312857.0,8348077834.0,8728022248.0,8937648681.0,10297495082.0,11964558312.0,14451859958.0,16737110427.0,19788571874.0,18648387485.0,21565746507.0,25839722464.0,29306269641.0,32671706985.0,35909053415.0,37917678438.0,40337512405.0,37642464497.0,47146004310.0,47319630272.0,45307652693.0,52849911906.0
 Denmark ,17075457585.0,19085633673.0,23232407815.0,30730626668.0,34160444804.0,40474758410.0,44575708131.0,49784407636.0,60362658215.0,70366799282.0,71127002865.0,61878103527.0,60412542586.0,60644837444.0,59105284415.0,62658617565.0,88078850822.0,109000000000.0,116000000000.0,112000000000.0,138000000000.0,139000000000.0,153000000000.0,143000000000.0,156000000000.0,185000000000.0,188000000000.0,174000000000.0,177000000000.0,178000000000.0,164000000000.0,165000000000.0,179000000000.0,218000000000.0,251000000000.0,264000000000.0,283000000000.0,319000000000.0,353000000000.0,321000000000.0,322000000000.0,344000000000.0,327000000000.0,344000000000.0,353000000000.0,303000000000.0,313000000000.0,332000000000.0,357000000000.0,346000000000.0,355000000000.0,398000000000.0
 Djibouti ,71364603.0,80653479.0,96978720.0,121149924.0,152486200.0,169366591.0,202153938.0,217757046.0,238761880.0,264009318.0,301185566.0,319703355.0,334136090.0,337590943.0,341254959.0,355409384.0,384291831.0,398675951.0,425889691.0,437880979.0,456913927.0,466273541.0,481591371.0,482163616.0,510877161.0,509631389.0,496470873.0,491155238.0,497751532.0,525072791.0,546369652.0,569561410.0,590022700.0,623231067.0,663912773.0,708633195.0,768642985.0,847918929.0,976204275.0,1093910617.0,1243651704.0,1453794455.0,1705189898.0,2042817163.0,2216200395.0,2445484583.0,2618587757.0,2766868072.0,2923362593.0,3166329057.0,3423458249.0,3701419641.0
 Dominica ,23044578.0,25752039.0,27682791.0,31800423.0,40084999.0,42238052.0,41189845.0,45874074.0,57129630.0,55018519.0,72803704.0,82107407.0,89525926.0,98666667.0,109155556.0,119492593.0,135162963.0,151870370.0,171107407.0,185137037.0,201429630.0,219762963.0,234059259.0,245525926.0,264374074.0,274522222.0,292285185.0,302988889.0,322411111.0,331759259.0,333470370.0,340203704.0,333196296.0,343311111.0,367200000.0,364255556.0,390251852.0,421374074.0,458188889.0,489074074.0,493825926.0,501025926.0,485996296.0,498296296.0,520207407.0,540737037.0,576229630.0,520700000.0,554770370.0,611537037.0,506614815.0,548215595.0
 Dominican Republic ,1859112944.0,2085635628.0,2487244070.0,2934532502.0,3661532645.0,4504297143.0,4945328043.0,5740785592.0,5925132503.0,6881784092.0,8298364330.0,9094572783.0,9967498586.0,10791991086.0,12959725534.0,5617973067.0,6799933519.0,6359192054.0,5805070320.0,8368314852.0,9522418428.0,9867165499.0,11443289344.0,12984337452.0,14097479998.0,15747403917.0,17078580525.0,19653241406.0,20872307173.0,21862302440.0,23959949380.0,25208160068.0,25654738278.0,20389120903.0,22233034287.0,35510401478.0,37932619634.0,43780696524.0,47657828171.0,48071068100.0,53159569599.0,57811243036.0,60657847548.0,62661707772.0,67170254556.0,71155035229.0,75682409308.0,79998045976.0,85555390387.0,88941371981.0,78844655832.0,94243426487.0
 Ecuador ,2861132000.0,2752900000.0,3184460000.0,3889890000.0,6596096000.0,7727971000.0,9087566000.0,11021061000.0,11916787000.0,14168371000.0,17872943000.0,21800312000.0,19920300000.0,17144261000.0,16904408000.0,17140874000.0,15306803000.0,13938747000.0,13045630000.0,13884170000.0,15231973000.0,16980041000.0,18085191000.0,18929248000.0,22697319000.0,24420668000.0,25213780000.0,28147972000.0,27967906000.0,19635450000.0,18318601000.0,24468324000.0,28548945000.0,32432859000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,102000000000.0,99290381000.0,99937696000.0,104000000000.0,108000000000.0,108000000000.0,99291124000.0,106000000000.0
 Egypt ,8142813796.0,8629234277.0,9226975132.0,9589429095.0,11333916303.0,12677626556.0,14974320786.0,19135598508.0,23431875159.0,15615518038.0,20119009508.0,13485761896.0,15737551023.0,18915644724.0,21597002779.0,23784254190.0,24746926794.0,27352281535.0,29818122288.0,32789274083.0,35995022902.0,39199914163.0,45789045447.0,50619966005.0,56527978531.0,65758036434.0,73961364055.0,81571756042.0,87146298124.0,91906116309.0,95683644418.0,90724340844.0,86521730139.0,74076435595.0,79187405118.0,94456321807.0,108000000000.0,132000000000.0,165000000000.0,188000000000.0,215000000000.0,231000000000.0,277000000000.0,271000000000.0,301000000000.0,318000000000.0,270000000000.0,195000000000.0,250000000000.0,317000000000.0,372000000000.0,426000000000.0
 El Salvador ,929895894.0,978000194.0,1042374623.0,1205137269.0,1426492589.0,1619631977.0,2063782953.0,2592206874.0,2782092267.0,3113035380.0,3225158183.0,3127502838.0,3242880820.0,3671840964.0,4216179089.0,5183328689.0,3682908376.0,4184893210.0,4948955862.0,5828577337.0,4817542204.0,5252342352.0,5813399327.0,6680269152.0,7679384019.0,8921947111.0,9586327762.0,10221705880.0,10936669911.0,11284196954.0,11784927669.0,12282533600.0,12664190271.0,13243892169.0,13724810917.0,14698001420.0,15999886383.0,17011750854.0,17986886243.0,17601616010.0,18447922436.0,20283783661.0,21386153018.0,21990962051.0,22593472396.0,23438237940.0,24191430000.0,24979190000.0,26020853736.0,26881136766.0,24563015449.0,28736940855.0
 Equatorial Guinea ,20972338.0,21777146.0,20831039.0,26498861.0,28172909.0,34878286.0,36231989.0,40140316.0,45455624.0,51399794.0,55654911.0,52380515.0,62160525.0,70216223.0,70505299.0,88290308.0,111945441.0,136333719.0,149553283.0,138026246.0,169733335.0,171490713.0,202462541.0,199765224.0,165118431.0,215327910.0,340197768.0,653628167.0,548042389.0,917093973.0,1510819217.0,2207701642.0,2716640964.0,3697915667.0,5620779669.0,8519677076.0,10086536163.0,13071717523.0,19749902196.0,15027797585.0,16298535261.0,21329355297.0,22389603208.0,21942553595.0,21736599870.0,13175520652.0,11240814853.0,12200908721.0,13097013925.0,11417279842.0,10021855908.0,12430854974.0
 Eswatini ,154722302.0,192226877.0,211230630.0,274148157.0,339271266.0,396139644.0,405063304.0,450391386.0,504478083.0,598255665.0,806255186.0,891434222.0,827560885.0,878968286.0,718719960.0,538714750.0,679581469.0,898369184.0,1048955056.0,1084195583.0,1254402646.0,1330617840.0,1474649319.0,1492496470.0,1590577715.0,1901652230.0,1793683570.0,1927098015.0,1774168644.0,1730527901.0,1738093759.0,1542462830.0,1432221789.0,2197598421.0,2770043119.0,3178112337.0,3291329940.0,3469381233.0,3294084181.0,3580427986.0,4438765108.0,4820478599.0,4886677642.0,4597723865.0,4422322926.0,4058639148.0,3816015732.0,4401526105.0,4665138448.0,4495123011.0,3972739446.0,4732011477.0
 Fiji ,220819602.0,247231525.0,316782827.0,426231517.0,559451912.0,684854091.0,696173813.0,720506458.0,829810532.0,1019788954.0,1202652194.0,1235671838.0,1194055009.0,1123127988.0,1177964093.0,1141209523.0,1290268412.0,1177947649.0,1110009264.0,1182674157.0,1337042918.0,1383893884.0,1532414536.0,1636105139.0,1825748485.0,1970318085.0,2128724435.0,2090196893.0,1653147497.0,1936464048.0,1678199777.0,1652434296.0,1833434069.0,2300679996.0,2708150841.0,2980551325.0,3076324384.0,3378336324.0,3523167471.0,2870612419.0,3140495211.0,3774542676.0,3972026034.0,4190170568.0,4857075446.0,4682442417.0,4930244731.0,5353491805.0,5581399255.0,5481673786.0,4477030175.0,4296235427.0
 Finland ,11301891940.0,12466329068.0,14671425072.0,19377342812.0,24726600230.0,29327275518.0,31700986594.0,33368784955.0,36175473346.0,44350281768.0,53649051983.0,52450287689.0,52795245479.0,50972397001.0,52888307123.0,55875260439.0,73528785938.0,91597110424.0,109000000000.0,119000000000.0,141000000000.0,128000000000.0,113000000000.0,89210540459.0,103000000000.0,134000000000.0,132000000000.0,127000000000.0,134000000000.0,135000000000.0,126000000000.0,129000000000.0,140000000000.0,171000000000.0,197000000000.0,205000000000.0,217000000000.0,256000000000.0,285000000000.0,252000000000.0,249000000000.0,275000000000.0,258000000000.0,271000000000.0,274000000000.0,234000000000.0,241000000000.0,256000000000.0,276000000000.0,269000000000.0,272000000000.0,297000000000.0
 France ,148000000000.0,166000000000.0,203000000000.0,264000000000.0,286000000000.0,361000000000.0,372000000000.0,410000000000.0,507000000000.0,614000000000.0,701000000000.0,616000000000.0,585000000000.0,560000000000.0,531000000000.0,553000000000.0,771000000000.0,934000000000.0,1020000000000.0,1030000000000.0,1270000000000.0,1270000000000.0,1400000000000.0,1320000000000.0,1390000000000.0,1600000000000.0,1610000000000.0,1450000000000.0,1500000000000.0,1490000000000.0,1360000000000.0,1380000000000.0,1490000000000.0,1840000000000.0,2120000000000.0,2200000000000.0,2320000000000.0,2660000000000.0,2920000000000.0,2690000000000.0,2640000000000.0,2860000000000.0,2680000000000.0,2810000000000.0,2850000000000.0,2440000000000.0,2470000000000.0,2600000000000.0,2790000000000.0,2730000000000.0,2640000000000.0,2960000000000.0
 French Polynesia ,262818819.0,307129062.0,337719370.0,446162848.0,574540873.0,714189898.0,808970219.0,870355129.0,1100571442.0,1367015605.0,1558181177.0,1457363800.0,1464752358.0,1521082071.0,1570197869.0,1716110860.0,2620608542.0,2895619505.0,2936769080.0,2962974476.0,3568060962.0,3684041170.0,3991655694.0,3795920458.0,3924326846.0,4420602335.0,4260362478.0,4073680199.0,4243838925.0,4200532043.0,3757034435.0,3693013030.0,3931324088.0,4922602247.0,5553092213.0,5702783146.0,5872776555.0,6622397308.0,7107971422.0,6558162227.0,6080711980.0,6195821516.0,5693183730.0,6030112753.0,6143813744.0,5323704930.0,5493304900.0,5833352684.0,6135116261.0,6001382856.0,5709421522.0,6054675381.0
 Gabon ,409868981.0,483139270.0,544937223.0,915055999.0,1955448642.0,2732530875.0,3810952922.0,3557496794.0,3025973772.0,3837387705.0,5421358871.0,4891487764.0,4581699102.0,4295571666.0,4509498882.0,4639097509.0,4392141586.0,4300463929.0,4309517557.0,4636843739.0,6039491585.0,6013426381.0,6224479113.0,6016949369.0,4664441901.0,5519177404.0,6337446077.0,5951611064.0,5014553027.0,5162416157.0,5676783493.0,5181614350.0,5403313830.0,6557291710.0,7844136206.0,9578972813.0,10318424275.0,12438957208.0,15508576359.0,12065153334.0,14358631009.0,18186514657.0,17171467261.0,17590679583.0,18179668612.0,14372290379.0,14023829320.0,14929646484.0,16867332320.0,16874405460.0,15316911688.0,18520706721.0
 Gambia ,160123458.0,167920617.0,218616303.0,372531722.0,487688006.0,584746535.0,537619551.0,567944222.0,675161684.0,740228040.0,837578296.0,887209641.0,890597605.0,880489735.0,861844303.0,1087447883.0,738796071.0,826245469.0,1036326995.0,1077303715.0,1176046783.0,1147246779.0,1187038577.0,1254823063.0,1240618605.0,1306274573.0,1409712121.0,1335580140.0,1396492933.0,1354012065.0,1301145839.0,1142424360.0,960985840.0,809425088.0,961900642.0,1027701055.0,1054112486.0,1279703031.0,1561766955.0,1450142496.0,1543294945.0,1409693593.0,1415004744.0,1375609554.0,1229462228.0,1378177509.0,1467253905.0,1504954335.0,1670686436.0,1813609678.0,1812170879.0,2038414974.0
 Germany ,216000000000.0,250000000000.0,300000000000.0,398000000000.0,445000000000.0,491000000000.0,520000000000.0,600000000000.0,740000000000.0,881000000000.0,950000000000.0,800000000000.0,777000000000.0,771000000000.0,725000000000.0,733000000000.0,1050000000000.0,1300000000000.0,1400000000000.0,1400000000000.0,1770000000000.0,1870000000000.0,2130000000000.0,2070000000000.0,2210000000000.0,2590000000000.0,2500000000000.0,2210000000000.0,2240000000000.0,2190000000000.0,1940000000000.0,1940000000000.0,2070000000000.0,2500000000000.0,2810000000000.0,2850000000000.0,2990000000000.0,3420000000000.0,3730000000000.0,3400000000000.0,3400000000000.0,3740000000000.0,3530000000000.0,3730000000000.0,3880000000000.0,3360000000000.0,3470000000000.0,3690000000000.0,3970000000000.0,3890000000000.0,3890000000000.0,4260000000000.0
 Ghana ,4697713819.0,5128224574.0,4481258332.0,4185578726.0,4874853528.0,4664235125.0,4747207911.0,5156833807.0,5987391200.0,6321180713.0,6923937287.0,7314249817.0,7228588240.0,7168757962.0,8069673771.0,8747774702.0,9389121065.0,10082627601.0,11025768732.0,11139999506.0,13213508687.0,14856385576.0,14609775909.0,12662627054.0,11553353899.0,13713930861.0,14707009058.0,14618192883.0,15871065351.0,16371917638.0,10569787947.0,11274085579.0,13079946041.0,16190785267.0,18839567115.0,22764833502.0,27016173359.0,32770285942.0,37761130945.0,34385605708.0,42587418803.0,52369940336.0,55512769978.0,63702350905.0,54722865328.0,50033911736.0,56165172896.0,60403027568.0,67277027642.0,68353477449.0,70043095503.0,79082784426.0
 Greece ,13133730551.0,14584946182.0,16877458139.0,22337302549.0,25339221678.0,28537665056.0,31162068092.0,36172951519.0,44255063066.0,54483506116.0,56844654352.0,52344177024.0,54604773528.0,49420762154.0,48021522975.0,47816312488.0,56379164103.0,65645261368.0,76257905094.0,79161666985.0,97892933302.0,105000000000.0,116000000000.0,109000000000.0,117000000000.0,137000000000.0,146000000000.0,143000000000.0,144000000000.0,149000000000.0,132000000000.0,136000000000.0,154000000000.0,202000000000.0,241000000000.0,248000000000.0,273000000000.0,318000000000.0,354000000000.0,330000000000.0,297000000000.0,283000000000.0,242000000000.0,239000000000.0,235000000000.0,196000000000.0,193000000000.0,200000000000.0,212000000000.0,205000000000.0,189000000000.0,215000000000.0
