 Country ,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 Greenland ,75968100.0,96786121.0,115942458.0,153153359.0,185679413.0,230780976.0,263112568.0,308451198.0,389006393.0,459661957.0,520207002.0,476166045.0,439727150.0,454786411.0,414559799.0,451171923.0,658947894.0,860423278.0,981956234.0,1016041638.0,1113490426.0,1110783449.0,1134185944.0,1013216026.0,1099186690.0,1321087418.0,1308588813.0,1171599951.0,1256510925.0,1236510245.0,1167087523.0,1186916231.0,1277577634.0,1558759744.0,1822499871.0,1849802648.0,2013106817.0,2249811365.0,2499092396.0,2529964061.0,2503167187.0,2684461608.0,2609678695.0,2684947140.0,2842065877.0,2499113085.0,2707139441.0,2851613478.0,3055782249.0,2994311395.0,3075990801.0,3272512495.0
 Grenada ,19107861.0,24188724.0,32322518.0,39823907.0,41171796.0,50648012.0,50724924.0,56822253.0,70196691.0,81261571.0,88141245.0,94555484.0,104460466.0,110351094.0,119950636.0,135789879.0,152894517.0,177198811.0,195787014.0,214418851.0,236105089.0,247493636.0,252206138.0,251922949.0,264363789.0,278236664.0,298353047.0,321228881.0,352954138.0,379913751.0,520044444.0,520444444.0,540337037.0,591018519.0,599118519.0,695370370.0,698700000.0,758685185.0,825977778.0,771277778.0,771013244.0,778655913.0,799882253.0,842620095.0,911496493.0,997008749.0,1061640815.0,1125685977.0,1166514432.0,1213485400.0,1043412699.0,1115287981.0
 Guatemala ,1670434427.0,1741322613.0,1843794638.0,2254121414.0,2773675653.0,3198741558.0,3829804313.0,4808201621.0,5325825734.0,6056202133.0,6912826175.0,7551784891.0,7647940150.0,7939739777.0,8308568886.0,9808538284.0,7410786414.0,6215349608.0,6880726588.0,7378697959.0,6711732893.0,8252270849.0,9159997390.0,10001592311.0,11390554627.0,12858227573.0,13846817597.0,15603554979.0,17015562639.0,16070603403.0,16922733965.0,18406008571.0,20446828059.0,21569748083.0,23584961075.0,26779380066.0,29751362203.0,33571717883.0,38515200750.0,37134983995.0,40682126237.0,46898396134.0,49588767014.0,52996447872.0,57852150461.0,62186064755.0,66053402645.0,71653756545.0,73328369928.0,77170437872.0,77625989623.0,85985881813.0
 Guinea ,765476133.0,847435573.0,904535870.0,969056893.0,1111715316.0,1249634836.0,1422869318.0,1460603219.0,1669588270.0,1786267204.0,1998287301.0,2200705336.0,2378730984.0,2504035818.0,2630695536.0,2849582447.0,2997494448.0,3172978215.0,3492118027.0,3562030054.0,3905810913.0,4126450795.0,4445767832.0,4422624189.0,4633819380.0,5260154347.0,5504299589.0,5374564715.0,4906120930.0,4751416770.0,4269438239.0,4075156911.0,4079549317.0,4765756665.0,5028105061.0,4063116992.0,4220019259.0,6281917536.0,6964179242.0,6716904516.0,6853467848.0,6785137289.0,7638045174.0,8376613912.0,8778473634.0,8794202416.0,8603833168.0,10324668257.0,11857030365.0,13442861497.0,14177777047.0,16036108888.0
 Guinea-Bissau ,280871185.0,278540808.0,326060307.0,401773489.0,441499788.0,507735071.0,457054842.0,392906512.0,453825440.0,496601157.0,468922295.0,510877169.0,418291003.0,419895635.0,458971674.0,415300301.0,461461708.0,499550081.0,472600015.0,568458306.0,609195489.0,648692148.0,684012130.0,716162750.0,753127149.0,799797168.0,535821702.0,412430332.0,375693842.0,405863817.0,362680625.0,380098722.0,408256132.0,476389970.0,531109347.0,586795628.0,591839460.0,695990234.0,864654881.0,826797829.0,849050091.0,1098378430.0,989326865.0,1045790295.0,1053512571.0,1047436699.0,1179004191.0,1350177012.0,1427473462.0,1365329762.0,1396562030.0,1563164283.0
 Guyana ,427060636.0,452349878.0,457871909.0,488212950.0,683753219.0,804261173.0,710548250.0,703356466.0,792722199.0,829243953.0,943061751.0,905506047.0,768645357.0,773429457.0,707539903.0,736617458.0,828625594.0,548739140.0,659727353.0,606554060.0,631896478.0,555752671.0,596201721.0,743980974.0,869616749.0,991383773.0,1125099837.0,1194651695.0,1144244839.0,1107944405.0,1136500134.0,1232255272.0,1363257116.0,1513671921.0,1741294602.0,1978251755.0,2379817987.0,2730969364.0,3025188904.0,3165661865.0,3432912791.0,3691384743.0,4063088529.0,4167800936.0,4127660158.0,4279840194.0,4482697337.0,4748174334.0,4787637006.0,5173760192.0,5471270983.0,8044499719.0
 Haiti ,439235188.0,481142893.0,493342053.0,619066986.0,749829014.0,903668048.0,1165723824.0,1255904962.0,1291977417.0,1433084374.0,1835186153.0,1878154812.0,1955074018.0,2153207282.0,2408632093.0,2664852619.0,2967489907.0,2597747243.0,2727220041.0,2978573401.0,3516591132.0,3549886598.0,2610501517.0,2330045919.0,2859784660.0,3784948163.0,4352423089.0,4956478863.0,5992280385.0,6803077795.0,6361552233.0,6234915051.0,5761266709.0,4882031112.0,6309546450.0,6979596420.0,7599475252.0,9452038984.0,10114766506.0,11343662541.0,11811683442.0,12934045036.0,13587513141.0,14385504160.0,14597055290.0,14227616359.0,13333355781.0,15237360994.0,15730389669.0,14065354678.0,16547761632.0,19043741493.0
 Honduras ,824353574.0,872073029.0,957963634.0,1088600052.0,1234144388.0,1340916668.0,1608145612.0,1991690727.0,2301867180.0,2686008788.0,3061202998.0,3363625040.0,3463835894.0,3670819027.0,3959521726.0,4341873854.0,4543488549.0,4953875856.0,5518158404.0,6164160518.0,3637288571.0,3660635636.0,4079389505.0,4182541753.0,4094775274.0,4724464403.0,4867931219.0,5625875579.0,6278033544.0,6471074864.0,7187324757.0,7652728801.0,7860014778.0,8233819456.0,8870978911.0,9757012869.0,10917476874.0,12361257681.0,13881731631.0,14587496229.0,15839344592.0,17710291856.0,18528544606.0,18499738890.0,19756533658.0,20979791685.0,21717608960.0,23136248046.0,24067754650.0,25089949349.0,23827859695.0,28488721296.0
 Hungary ,6388906324.0,6953258638.0,8155392660.0,10099274415.0,11069182856.0,12622019527.0,14626534131.0,16335178700.0,19096959625.0,22049261780.0,25483141828.0,26132691670.0,26613373060.0,24152666924.0,23417035737.0,23712895485.0,27314387215.0,30019919943.0,32146934198.0,32588183005.0,37192704193.0,34753391432.0,38730540974.0,40125360677.0,43150769058.0,46438708027.0,46658765340.0,47296961369.0,48706794879.0,49073373276.0,47218411470.0,53749520053.0,67602793217.0,85285075492.0,104000000000.0,113000000000.0,116000000000.0,140000000000.0,158000000000.0,131000000000.0,132000000000.0,142000000000.0,129000000000.0,136000000000.0,141000000000.0,125000000000.0,129000000000.0,143000000000.0,161000000000.0,164000000000.0,157000000000.0,182000000000.0
 Iceland ,526704545.0,670251137.0,839648791.0,1150420406.0,1515165330.0,1406920850.0,1669473116.0,2208509077.0,2511818476.0,2853435054.0,3381389676.0,3493005069.0,3206617910.0,2765954007.0,2864437590.0,2984054729.0,3989626759.0,5520320732.0,6106638136.0,5672570225.0,6468739062.0,6909725357.0,7080977567.0,6218583159.0,6389462265.0,7123637027.0,7426081278.0,7569673904.0,8503689104.0,8982048417.0,9025666485.0,8234846523.0,9318398444.0,11429335645.0,13825309101.0,16852971987.0,17465318552.0,21652505597.0,18074619562.0,13154416197.0,13751161918.0,15221622926.0,14751508134.0,16125060515.0,17867662178.0,17517210519.0,20793168031.0,24728285177.0,26264127687.0,24826102120.0,21694674810.0,25602419210.0
 India ,62422483000.0,66898484438.0,72744178924.0,86851358251.0,97977985187.0,102000000000.0,102000000000.0,119000000000.0,138000000000.0,152000000000.0,187000000000.0,200000000000.0,204000000000.0,223000000000.0,222000000000.0,230000000000.0,252000000000.0,279000000000.0,309000000000.0,304000000000.0,329000000000.0,291000000000.0,294000000000.0,287000000000.0,328000000000.0,372000000000.0,394000000000.0,426000000000.0,430000000000.0,462000000000.0,476000000000.0,491000000000.0,513000000000.0,599000000000.0,703000000000.0,824000000000.0,939000000000.0,1180000000000.0,1270000000000.0,1320000000000.0,1670000000000.0,1870000000000.0,1860000000000.0,1920000000000.0,2040000000000.0,2150000000000.0,2290000000000.0,2620000000000.0,2760000000000.0,2850000000000.0,2670000000000.0,3200000000000.0
 Indonesia ,10439687780.0,10961574983.0,12865165686.0,19035596817.0,30184091622.0,35638538511.0,43598930249.0,53588883621.0,60194385810.0,60128483270.0,84791071590.0,108000000000.0,110000000000.0,99866050209.0,102000000000.0,102000000000.0,93656667814.0,88823900235.0,104000000000.0,119000000000.0,134000000000.0,150000000000.0,163000000000.0,185000000000.0,207000000000.0,236000000000.0,266000000000.0,252000000000.0,112000000000.0,164000000000.0,176000000000.0,171000000000.0,208000000000.0,250000000000.0,273000000000.0,304000000000.0,388000000000.0,460000000000.0,543000000000.0,575000000000.0,755000000000.0,893000000000.0,918000000000.0,913000000000.0,891000000000.0,861000000000.0,932000000000.0,1020000000000.0,1040000000000.0,1120000000000.0,1060000000000.0,1190000000000.0
 Iran (Islamic Republic of) ,10976245143.0,13731801564.0,17153470026.0,27079771797.0,46195583157.0,52164683820.0,68338555941.0,80533580566.0,77971515513.0,90365451874.0,95617448298.0,103000000000.0,127000000000.0,158000000000.0,166000000000.0,76256875908.0,73591672222.0,87632619626.0,92368652811.0,91047067934.0,96363628707.0,105000000000.0,110000000000.0,119000000000.0,114000000000.0,114000000000.0,126000000000.0,117000000000.0,113000000000.0,118000000000.0,112000000000.0,122000000000.0,150000000000.0,155000000000.0,190000000000.0,229000000000.0,272000000000.0,361000000000.0,430000000000.0,439000000000.0,524000000000.0,650000000000.0,648000000000.0,578000000000.0,472000000000.0,417000000000.0,466000000000.0,504000000000.0,526000000000.0,519000000000.0,544000000000.0,595000000000.0
 Iraq ,3288597405.0,3695109103.0,3710883393.0,4655075459.0,5482773378.0,6851374576.0,8720570626.0,9433182963.0,11937760980.0,16022125770.0,17540952644.0,15748879205.0,16541697399.0,15765046330.0,16362826779.0,16877455603.0,18618236066.0,22775678399.0,24298789074.0,23011489675.0,23876930742.0,8363092710.0,9878120685.0,7055254141.0,5642909663.0,4863142893.0,8529100615.0,9323349169.0,11891646229.0,20749777837.0,23643118767.0,24733102824.0,24390082339.0,23145237199.0,36638237233.0,49954890353.0,64805393085.0,88840049181.0,124000000000.0,129000000000.0,139000000000.0,186000000000.0,218000000000.0,235000000000.0,228000000000.0,167000000000.0,167000000000.0,187000000000.0,227000000000.0,234000000000.0,181000000000.0,204000000000.0
 Ireland ,4397032456.0,5099428171.0,6319159670.0,7482772619.0,7897532389.0,9485722573.0,9454942811.0,11250017211.0,14650855644.0,18322567261.0,21750832091.0,20673792987.0,21477901105.0,20768680434.0,20109769251.0,21273632646.0,28719719180.0,33924713228.0,37776907745.0,39246487127.0,49315342227.0,49796225470.0,55930911755.0,52423889381.0,57107754891.0,69141775605.0,75788653534.0,82859221183.0,90199387056.0,98857692919.0,99958729225.0,109000000000.0,128000000000.0,164000000000.0,194000000000.0,212000000000.0,232000000000.0,270000000000.0,274000000000.0,235000000000.0,222000000000.0,239000000000.0,226000000000.0,238000000000.0,259000000000.0,292000000000.0,299000000000.0,336000000000.0,386000000000.0,399000000000.0,426000000000.0,504000000000.0
 Israel ,6020096053.0,6369257914.0,8367679673.0,10762005101.0,14630913806.0,14493208017.0,15270839475.0,16572416468.0,16363840950.0,21094207451.0,23963910334.0,25419527103.0,27775627314.0,30972994746.0,29055163934.0,27407671361.0,33974606100.0,40815642056.0,49919080636.0,49722980176.0,58800859737.0,67316042381.0,75336993581.0,75714467466.0,86034999960.0,101000000000.0,110000000000.0,115000000000.0,116000000000.0,117000000000.0,132000000000.0,131000000000.0,121000000000.0,127000000000.0,136000000000.0,143000000000.0,154000000000.0,179000000000.0,217000000000.0,208000000000.0,235000000000.0,262000000000.0,258000000000.0,294000000000.0,311000000000.0,300000000000.0,319000000000.0,355000000000.0,374000000000.0,398000000000.0,407000000000.0,482000000000.0
 Italy ,113000000000.0,125000000000.0,145000000000.0,175000000000.0,200000000000.0,228000000000.0,225000000000.0,258000000000.0,315000000000.0,394000000000.0,477000000000.0,431000000000.0,427000000000.0,443000000000.0,438000000000.0,452000000000.0,640000000000.0,806000000000.0,892000000000.0,929000000000.0,1180000000000.0,1250000000000.0,1320000000000.0,1060000000000.0,1100000000000.0,1170000000000.0,1310000000000.0,1240000000000.0,1270000000000.0,1250000000000.0,1140000000000.0,1170000000000.0,1270000000000.0,1570000000000.0,1800000000000.0,1860000000000.0,1950000000000.0,2210000000000.0,2400000000000.0,2190000000000.0,2130000000000.0,2290000000000.0,2090000000000.0,2140000000000.0,2160000000000.0,1840000000000.0,1880000000000.0,1960000000000.0,2090000000000.0,2010000000000.0,1900000000000.0,2110000000000.0
 Jamaica ,1735587594.0,1899612250.0,2312146044.0,2371209434.0,2945629166.0,3547660543.0,3678489477.0,4030322453.0,3279920720.0,3017123959.0,3322969001.0,3694593490.0,4084666929.0,4488547318.0,2943634177.0,2604740615.0,3146579421.0,3761290057.0,4396778188.0,5048773730.0,5277024581.0,4716934272.0,4222642881.0,5440075676.0,5452558892.0,6577520705.0,7393891854.0,8400041803.0,8787195622.0,8887058073.0,9005069387.0,9194725544.0,9719001964.0,9430240115.0,10174661928.0,11243859050.0,11930186772.0,12799597772.0,13709404612.0,12120459316.0,13220545746.0,14444830231.0,14806902469.0,14286523752.0,13899222826.0,14197703107.0,14077102516.0,14808985267.0,15730792204.0,15830762952.0,13812424962.0,14657583648.0
 Japan ,213000000000.0,240000000000.0,318000000000.0,432000000000.0,480000000000.0,522000000000.0,586000000000.0,721000000000.0,1010000000000.0,1060000000000.0,1110000000000.0,1220000000000.0,1130000000000.0,1240000000000.0,1320000000000.0,1400000000000.0,2080000000000.0,2530000000000.0,3070000000000.0,3050000000000.0,3130000000000.0,3580000000000.0,3910000000000.0,4450000000000.0,5000000000000.0,5550000000000.0,4920000000000.0,4490000000000.0,4100000000000.0,4640000000000.0,4970000000000.0,4370000000000.0,4180000000000.0,4520000000000.0,4890000000000.0,4830000000000.0,4600000000000.0,4580000000000.0,5110000000000.0,5290000000000.0,5760000000000.0,6230000000000.0,6270000000000.0,5210000000000.0,4900000000000.0,4440000000000.0,5000000000000.0,4930000000000.0,5040000000000.0,5120000000000.0,5040000000000.0,4940000000000.0
 Jordan ,611658057.0,653043178.0,726694152.0,832202553.0,961720762.0,1258484721.0,1623526673.0,1997934810.0,2641835601.0,3199701180.0,4138327919.0,4413144085.0,4694875437.0,4908133478.0,5009286598.0,5279084283.0,6375293007.0,6729149009.0,6238653208.0,4257302025.0,4145758770.0,4324228216.0,5485097767.0,5780804751.0,6431398554.0,6942219402.0,7144320786.0,7472127590.0,8159329254.0,8404046472.0,8724775004.0,9256046495.0,9881578278.0,10513493601.0,11767461382.0,12981608986.0,15526920237.0,17644679003.0,22658730360.0,24537876124.0,27133804245.0,29524149165.0,31634561670.0,34454440180.0,36847643587.0,38587017944.0,39892551149.0,41408450704.0,42932394366.0,44502816901.0,43697183099.0,45243661972.0
 Kenya ,2758997133.0,3057527368.0,3428282654.0,4043963046.0,4822330499.0,5287777194.0,5635656184.0,7284732377.0,8625073365.0,9892705588.0,11522042948.0,10865842823.0,10465597244.0,9730531195.0,10076083328.0,9980429738.0,11772892220.0,12961066098.0,13853138691.0,13561386190.0,13873931205.0,13077674589.0,12927612990.0,8975380759.0,11421131451.0,14710351675.0,15052782513.0,16387022819.0,17621747563.0,16090921586.0,15846155138.0,16323060116.0,16533567243.0,18738176034.0,20235248868.0,23559284294.0,28292616093.0,35011388088.0,39324987480.0,42347217644.0,45405615233.0,46869475981.0,56770638927.0,61671463703.0,68285825097.0,70120543426.0,74815138871.0,82035787930.0,92202979941.0,100000000000.0,101000000000.0,110000000000.0
 Kiribati ,20195540.0,20096898.0,23892867.0,36642222.0,62237866.0,56230437.0,39355314.0,34783095.0,37964368.0,33972361.0,32571669.0,34466658.0,31918831.0,30272350.0,33577488.0,25451641.0,25270622.0,28716744.0,37257345.0,36556472.0,35356391.0,44228513.0,64418816.0,61786696.0,69966236.0,69576895.0,82402805.0,80095079.0,75498262.0,77476421.0,74698878.0,64828371.0,73727908.0,94201447.0,102370655.0,112136452.0,110399651.0,132978978.0,141044629.0,132421066.0,155305500.0,180672665.0,189629913.0,184543062.0,177868195.0,170292248.0,178496492.0,188182032.0,196232414.0,175420928.0,177649046.0,227454167.0
 Kuwait ,2872798856.0,3880957238.0,4447500673.0,5405089807.0,13003518988.0,12015901717.0,13119579689.0,14139849159.0,15502480944.0,24749780951.0,28690618373.0,25248817580.0,21583058729.0,20869595122.0,21701541634.0,21446152292.0,17904664463.0,22367499123.0,20689587203.0,24314160880.0,18470818672.0,11014231800.0,19868859615.0,23956511858.0,24859339675.0,26554064403.0,31492085246.0,30351196173.0,25945377090.0,30123384331.0,37717816724.0,34889597791.0,38135756834.0,47873988053.0,59436715304.0,80797945205.0,102000000000.0,115000000000.0,147000000000.0,106000000000.0,115000000000.0,154000000000.0,174000000000.0,174000000000.0,163000000000.0,115000000000.0,109000000000.0,121000000000.0,138000000000.0,136000000000.0,106000000000.0,137000000000.0
 Lao People's DR ,119107252.0,131388099.0,141798888.0,162626340.0,183717746.0,214126780.0,232588778.0,242113639.0,261721863.0,277772221.0,333161661.0,420598844.0,478219490.0,520232615.0,577633009.0,626112268.0,669923951.0,676701977.0,686489200.0,814638248.0,901795440.0,1071274659.0,1228791031.0,1387010214.0,1608568307.0,1852406521.0,1952594427.0,1819883136.0,1339287476.0,1515458803.0,1806027495.0,1827359032.0,1906867796.0,2184279301.0,2576838115.0,2946350268.0,3605985900.0,4570008380.0,5731763439.0,6056946699.0,7313450659.0,8741715072.0,10191355070.0,11942233835.0,13268421706.0,14390446134.0,15805692481.0,17071155481.0,18141641089.0,18740561512.0,19115969021.0,19074407740.0
 Lebanon ,1989537972.0,2235674197.0,2788620191.0,3636868415.0,4672176711.0,4354636644.0,1908332325.0,3572083752.0,3980333806.0,4596848302.0,5447032426.0,5206435563.0,3550854622.0,3762840686.0,2642991314.0,2275418244.0,2808570210.0,2180269236.0,3476945821.0,2852034524.0,2950195892.0,4355716759.0,5734175736.0,7909021591.0,9363549454.0,11505957449.0,13632418312.0,15595116149.0,16910071490.0,17008982362.0,16678538575.0,17065269991.0,18712361081.0,19801577179.0,21159827992.0,21497336499.0,22022709852.0,24827355015.0,29118916106.0,35399582929.0,38443907042.0,39927125961.0,44016799516.0,46880103081.0,48095213746.0,49929337837.0,51147308774.0,53027680686.0,54901519156.0,52021919267.0,39047180246.0,37944879049.0
 Lesotho ,79430815.0,76277411.0,90367545.0,136784748.0,155905031.0,162268094.0,160207781.0,209742430.0,289222458.0,314789661.0,414162615.0,420606281.0,385984591.0,394041368.0,347015134.0,277918478.0,310462050.0,415775774.0,477522236.0,503823267.0,587892778.0,654572445.0,785109993.0,780359394.0,798472192.0,893476490.0,895050408.0,974017247.0,854270992.0,854383661.0,822098820.0,752958073.0,700042059.0,1033046679.0,1315577563.0,1458545980.0,1523029996.0,1682131788.0,1766902643.0,1740894928.0,2234320198.0,2578971918.0,2478315271.0,2365677209.0,2441063149.0,2359686745.0,2114426470.0,2305015010.0,2554898765.0,2435462926.0,2115926150.0,2373416386.0
 Liberia ,316498842.0,333728549.0,361668613.0,422903922.0,517358584.0,621809529.0,644352164.0,720344306.0,789196247.0,909151629.0,934958356.0,1075416316.0,1115197437.0,1107343216.0,1091634773.0,1076436345.0,1057973824.0,1111321328.0,1181499306.0,1217506321.0,595204667.0,538842935.0,346067230.0,248363238.0,204698379.0,208724217.0,246814839.0,418607741.0,510980027.0,616003407.0,644944279.0,637808642.0,686682868.0,529063491.0,643917921.0,706232558.0,815419829.0,949000000.0,1101000000.0,1155000000.0,1292000000.0,1538000000.0,1734000000.0,1936000000.0,2053000000.0,2669000000.0,2757000000.0,2763000000.0,2744956787.0,2582242493.0,2480889253.0,2444888955.0
 Libya ,3978874521.0,4880522698.0,5844722462.0,8003296604.0,14021762538.0,13649119897.0,17718579720.0,20809491530.0,20537231307.0,28332395338.0,38185792234.0,33436648169.0,32845049122.0,31794290634.0,28934855394.0,29887037520.0,24319923827.0,22642653915.0,25559956214.0,27057741203.0,31088348328.0,34409289639.0,36447724815.0,32976898433.0,30772527897.0,28292444617.0,31284185648.0,33193980353.0,29896770649.0,33639771436.0,38470506545.0,34061327343.0,22311566708.0,27199858424.0,35144318066.0,48852710227.0,60094229496.0,68033012281.0,86710718998.0,60808538330.0,75380800664.0,48169243832.0,92540964666.0,75351958669.0,57372352562.0,48717506273.0,49912085228.0,67157451660.0,76686048499.0,69254143968.0,46841923526.0,39005706444.0
 Liechtenstein ,110617915.0,128776607.0,153393256.0,206184278.0,248169750.0,285702666.0,322289800.0,375994027.0,522496381.0,627057635.0,684834945.0,608055192.0,628590316.0,637894963.0,634269484.0,681299778.0,1008539923.0,1270065533.0,1453601816.0,1451249607.0,1755860468.0,1898795352.0,2033116060.0,2010774074.0,2245567708.0,2695245003.0,2717995175.0,2563442673.0,2742541906.0,2946496054.0,2747178267.0,2755926673.0,2973606261.0,3396302748.0,3820531355.0,4046135188.0,4424104115.0,5089173411.0,5620107027.0,4981831948.0,5621057217.0,6348103710.0,6034435862.0,6391711429.0,6657450230.0,6268513140.0,6237299538.0,6474310910.0,6692618411.0,6426980979.0,6114982114.0,6607749611.0
 Luxembourg ,1457806532.0,1518835231.0,1901709535.0,2609869868.0,3183694938.0,3123245878.0,3423596639.0,3789242159.0,4718731048.0,5517052787.0,6019955121.0,5053610531.0,4602154360.0,4524143125.0,4438355309.0,4577080629.0,6685668210.0,8321012342.0,9418548369.0,10037677686.0,12778661499.0,13834007181.0,15519378566.0,15925050500.0,17702547862.0,20853364262.0,20894882678.0,19563580594.0,20149609909.0,21891286913.0,21177454719.0,21368836968.0,23538708549.0,29600762574.0,35002001577.0,37657297418.0,42872029096.0,51519259551.0,58607061813.0,54248945231.0,56159192758.0,61615545000.0,59779802783.0,65184744717.0,68713294386.0,60047430684.0,62174650367.0,65712180343.0,71000359760.0,69825641851.0,73992591285.0,85506243834.0
 Madagascar ,1052455079.0,1137955987.0,1300600232.0,1602075480.0,1815059655.0,2161066514.0,2065269921.0,2232898097.0,2527114967.0,3278519573.0,3826178504.0,3402801414.0,3337802722.0,3324506726.0,2782443656.0,2747957579.0,3818428998.0,3006705987.0,2862365542.0,2927391924.0,3609221121.0,3132849595.0,3511106556.0,3913223832.0,3456058340.0,3668341486.0,4637844040.0,4116180192.0,4339993062.0,4320178212.0,4501715508.0,5258509713.0,5104912870.0,6354960759.0,5066222723.0,5849435651.0,6402803753.0,8524620891.0,10725137722.0,9616879408.0,9982711338.0,11551819618.0,11578975064.0,12423555457.0,12522957401.0,11323020700.0,11848613860.0,13176313594.0,13760033283.0,14104664678.0,13056080127.0,14449793300.0
 Malawi ,579154348.0,728514493.0,832498418.0,802818733.0,991310465.0,1107997918.0,1211195441.0,1456858030.0,1714737269.0,1840148967.0,2236356796.0,2236401776.0,2113676343.0,2203656462.0,2157877491.0,2027757275.0,2124237127.0,2218459893.0,2472883263.0,2970408323.0,3166319965.0,3658041858.0,3285104233.0,3612298980.0,2134243006.0,2473657154.0,2974842641.0,3140904838.0,3214447154.0,3208978291.0,3150376893.0,3101595762.0,3495601873.0,3209166776.0,3476332983.0,3655889846.0,3998016416.0,4432937470.0,5321011778.0,6191126455.0,6959657612.0,8405772738.0,6310237537.0,6127678293.0,7255818612.0,8215964597.0,7123811133.0,8943543794.0,9877060547.0,11032141908.0,11762387765.0,12199195237.0
 Malaysia ,3864145665.0,4244395358.0,5043347486.0,7662903760.0,9496205620.0,9329165130.0,11050234602.0,13139486858.0,16358082223.0,21213268200.0,24488220938.0,25004285801.0,26804497471.0,30347442122.0,33942902257.0,31199637541.0,27734114981.0,32181205901.0,35272104731.0,38847970073.0,44024585240.0,49134808853.0,59151678520.0,66894966969.0,74482424864.0,88832706382.0,101000000000.0,100000000000.0,72175314541.0,79148421053.0,93789736842.0,92783947368.0,101000000000.0,110000000000.0,125000000000.0,144000000000.0,163000000000.0,194000000000.0,231000000000.0,202000000000.0,255000000000.0,298000000000.0,314000000000.0,323000000000.0,338000000000.0,301000000000.0,301000000000.0,319000000000.0,359000000000.0,365000000000.0,337000000000.0,373000000000.0
 Maldives ,42386045.0,47250620.0,55149915.0,67753492.0,85789840.0,53772587.0,49094228.0,45748942.0,53448472.0,84497036.0,93121868.0,98464068.0,125127146.0,130687388.0,150598986.0,166012980.0,185197817.0,184330462.0,219962931.0,247367072.0,280692367.0,319007692.0,371832352.0,420830313.0,464686229.0,566346256.0,639310371.0,721416106.0,766653857.0,836422024.0,886230585.0,887119092.0,913325489.0,1052121056.0,1226829565.0,1163362434.0,1575200391.0,1868383460.0,2271646188.0,2345294879.0,2588176058.0,2774350161.0,2886163937.0,3295009230.0,3697304619.0,4109416452.0,4379134275.0,4754185598.0,5300949825.0,5609385431.0,3746329360.0,5405576797.0
 Mali ,320361767.0,382982620.0,433311866.0,501934620.0,471052335.0,701262417.0,830514629.0,966485827.0,1120135002.0,1416289764.0,1651165522.0,1522964934.0,1336881878.0,1174833086.0,1154593402.0,1260339167.0,1839026150.0,2175594835.0,2250413782.0,2256731600.0,2731729199.0,3007865238.0,3095266279.0,3054980094.0,2233404802.0,2836906028.0,3147709238.0,2871846026.0,3275070827.0,3439462962.0,2954129672.0,3465305960.0,3889758004.0,4703504354.0,5444474173.0,6245031183.0,6899799659.0,8145694928.0,9750823479.0,10181021970.0,10678749002.0,12978107173.0,12442747022.0,13245776666.0,14388385464.0,13094849232.0,14026048334.0,15365713059.0,17070867578.0,17280250805.0,17465392779.0,19157055766.0
 Malta ,260947106.0,275361011.0,307133645.0,359701410.0,391408106.0,493961028.0,549452590.0,651057742.0,826019287.0,1042095043.0,1301150040.0,1294188228.0,1284784892.0,1213238686.0,1146710683.0,1163352264.0,1493522003.0,1822665939.0,2101807249.0,2204999606.0,2651144938.0,2862298095.0,3145101860.0,2819606093.0,3120706329.0,3720426728.0,3822726528.0,3793632174.0,4010754059.0,4121468777.0,4069409389.0,4088275564.0,4470609215.0,5448282451.0,6097657864.0,6405530089.0,6804193323.0,7975537948.0,9090713187.0,8695780707.0,9027012209.0,9626120009.0,9462367398.0,10547969395.0,11610379640.0,11087007866.0,11660055759.0,13484552331.0,15294541856.0,15871797653.0,15035869578.0,17720643244.0
 Marshall Islands ,8487081.0,9202026.0,10066877.0,11715861.0,15359772.0,16847316.0,18323331.0,20398975.0,22416963.0,25784121.0,26960320.0,31309947.0,35244447.0,42139047.0,45566167.0,44289646.0,56512887.0,63572385.0,71349134.0,73478976.0,79210062.0,83278325.0,92616749.0,101928941.0,111598478.0,125101891.0,116230929.0,111261787.0,113907600.0,115383888.0,114620445.0,122089211.0,131822952.0,130905792.0,132440170.0,136559494.0,141515793.0,148429840.0,151924637.0,150412537.0,160470230.0,172072739.0,180545334.0,184808380.0,182486633.0,184247498.0,201698090.0,213061630.0,221794250.0,239641510.0,244462448.0,256979000.0
 Mauritania ,456966944.0,489970157.0,572598008.0,649212950.0,823252298.0,1070329046.0,1199376537.0,1228397899.0,1208718431.0,1506021912.0,1857430475.0,2005587367.0,1846362193.0,1876782465.0,1632620301.0,1530480568.0,1798589551.0,2038126721.0,2143768042.0,2187302018.0,2288608460.0,2453893822.0,2486334208.0,2124027071.0,2250783322.0,2370831900.0,2398385874.0,2330794638.0,2032347630.0,1985922807.0,1779520861.0,1746063579.0,1777057504.0,2051147606.0,2437301154.0,2936811964.0,3919577286.0,4346212411.0,5206437123.0,4714595490.0,5628878865.0,6764627665.0,6728208835.0,7223071177.0,6581015977.0,6166863960.0,6398747532.0,6800135962.0,7473550557.0,8066118985.0,8405498735.0,9996240419.0
